,precision,recall,f1-score,support
52,0.6699029126213593,0.69,0.6798029556650246,100.0
53,0.8584905660377359,0.91,0.883495145631068,100.0
54,0.7685185185185185,0.83,0.7980769230769231,100.0
55,0.5652173913043478,0.52,0.5416666666666666,100.0
56,0.9393939393939394,0.93,0.9346733668341709,100.0
57,0.7745098039215687,0.79,0.7821782178217822,100.0
58,0.8952380952380953,0.94,0.9170731707317074,100.0
59,0.72,0.72,0.72,100.0
60,0.8627450980392157,0.88,0.8712871287128713,100.0
61,0.7549019607843137,0.77,0.7623762376237624,100.0
62,0.7745098039215687,0.79,0.7821782178217822,100.0
63,0.7956989247311828,0.74,0.7668393782383419,100.0
64,0.7126436781609196,0.62,0.6631016042780749,100.0
65,0.6542056074766355,0.7,0.6763285024154589,100.0
66,0.8865979381443299,0.86,0.8730964467005076,100.0
67,0.6944444444444444,0.75,0.7211538461538461,100.0
68,0.8571428571428571,0.96,0.9056603773584906,100.0
69,0.8557692307692307,0.89,0.8725490196078431,100.0
70,0.7475728155339806,0.77,0.7586206896551724,100.0
71,0.7663551401869159,0.82,0.7922705314009661,100.0
72,0.5277777777777778,0.57,0.5480769230769231,100.0
73,0.6881720430107527,0.64,0.6632124352331606,100.0
74,0.6526315789473685,0.62,0.6358974358974359,100.0
75,0.89,0.89,0.89,100.0
76,0.8703703703703703,0.94,0.9038461538461539,100.0
77,0.7422680412371134,0.72,0.7309644670050761,100.0
78,0.7058823529411765,0.72,0.7128712871287128,100.0
79,0.819047619047619,0.86,0.8390243902439024,100.0
80,0.7096774193548387,0.66,0.6839378238341969,100.0
81,0.7155172413793104,0.83,0.7685185185185185,100.0
82,0.9583333333333334,0.92,0.9387755102040817,100.0
83,0.8292682926829268,0.68,0.7472527472527473,100.0
84,0.8085106382978723,0.76,0.7835051546391752,100.0
85,0.8846153846153846,0.92,0.9019607843137255,100.0
86,0.8105263157894737,0.77,0.7897435897435897,100.0
87,0.7962962962962963,0.86,0.8269230769230769,100.0
88,0.8924731182795699,0.83,0.8601036269430051,100.0
89,0.7894736842105263,0.9,0.8411214953271028,100.0
90,0.8842105263157894,0.84,0.8615384615384616,100.0
91,0.8349514563106796,0.86,0.8472906403940886,100.0
92,0.717391304347826,0.66,0.6875,100.0
93,0.8192771084337349,0.68,0.7431693989071039,100.0
94,0.8796296296296297,0.95,0.9134615384615384,100.0
95,0.8163265306122449,0.8,0.8080808080808081,100.0
96,0.6761904761904762,0.71,0.6926829268292682,100.0
97,0.826530612244898,0.81,0.8181818181818182,100.0
98,0.5980392156862745,0.61,0.6039603960396039,100.0
99,0.7916666666666666,0.76,0.7755102040816326,100.0
accuracy,0.779,0.779,0.779,0.779
macro avg,0.7784589770069956,0.7789999999999999,0.7775019405282703,10000.0
weighted avg,0.7784589770069958,0.779,0.7775019405282703,10000.0
